genome	chrom	start	end	coverage	identity	score	orientation	num_hits	subject_span	q_low	q_high
Oglu	1	19964716	19965096	0.0109	0.00	0.0760	.	2	380	33901	46610
Oglu	1	19964716	19965096	0.0109	0.00	0.0760	.	2	380	33901	46610
Oglu	5	22428016	22428310	0.0083	0.00	0.0638	.	2	294	33996	46613
Oglu	5	22428016	22428310	0.0083	0.00	0.0638	.	2	294	33996	46613
Ome	1	2351727	2416446	0.9650	0.00	1.1344	.	34	64719	1	70811
Ome	1	2524595	2522166	0.0723	0.00	0.2030	.	13	-2429	33527	51348
Ome	4	140345	468070	0.0196	0.00	0.1205	.	2	327725	7343	8727
Ome	12	22452920	22483499	0.0174	0.00	0.1182	.	2	30579	7362	8591
Ome	12	22452920	22483499	0.0174	0.00	0.1182	.	2	30579	7362	8591
Ome	8	24525266	24525732	0.0177	0.00	0.0902	.	3	466	33832	46621
Ome	5	28880168	28880652	0.0138	0.00	0.0886	.	2	484	33814	46623
Ome	5	28880168	28880652	0.0138	0.00	0.0886	.	2	484	33814	46623
Ome	8	24525266	24525732	0.0131	0.00	0.0861	.	2	466	33832	46621
Ome	3	9711291	9711740	0.0128	0.00	0.0846	.	2	449	33835	46610
Ome	3	9711291	9711740	0.0128	0.00	0.0846	.	2	449	33835	46610
Ome	2	17032094	17031959	0.0179	0.00	0.0838	.	3	-135	28541	41791
Ome	2	17032094	17031959	0.0179	0.00	0.0838	.	3	-135	28541	41791
Ome	1	35712556	35712920	0.0112	0.00	0.0770	.	2	364	33877	46618
Ome	1	35712556	35712920	0.0112	0.00	0.0770	.	2	364	33877	46618
Ome	5	22865307	22865685	0.0108	0.00	0.0754	.	2	378	33907	46613
Ome	5	22865307	22865685	0.0108	0.00	0.0754	.	2	378	33907	46613
Ome	1	17805815	17806195	0.0095	0.00	0.0692	.	2	380	34001	46610
Ome	1	17805815	17806195	0.0095	0.00	0.0692	.	2	380	34001	46610
Opu	1	2213510	2254185	0.5006	0.00	0.6981	.	31	40675	665	70811
Opu	1	2213510	2254185	0.5006	0.00	0.6916	.	35	40675	665	70811
Opu	1	2213510	2254185	0.5006	0.00	0.6916	.	35	40675	665	70811
Oau	Chr1	2759593	2779991	0.4128	0.00	0.5912	.	37	20398	24210	70750
Oau	Chr1	2759593	2779991	0.4156	0.00	0.5853	.	44	20398	24210	70750
Oau	Chr1	2885250	2894088	0.0604	0.00	0.1922	.	7	8838	33510	51235
Oau	Chr12	51019227	51019643	0.0089	0.00	0.0516	.	2	416	4364	4994
Oau	Chr12	51019227	51019643	0.0089	0.00	0.0516	.	2	416	4364	4994
Obr	1	1983358	2004881	0.1803	0.00	0.3523	.	9	21523	29294	68408
