genome	chrom	start	end	coverage	identity	score	orientation	num_hits	subject_span	q_low	q_high
R527	Chr7	5094299	5073195	0.1929	0.00	0.3505	.	5	-21104	8979	51010
R527	Chr7	5094299	5073195	0.1929	0.00	0.3505	.	5	-21104	8979	51010
R527	Chr11	22034876	22174137	0.1888	0.00	0.3503	.	6	139261	8888	51010
R527	Chr12	14672846	14761032	0.1923	0.00	0.3499	.	7	88186	8871	51010
R527	Chr12	14672846	14761032	0.1923	0.00	0.3499	.	7	88186	8871	51010
R527	Chr10	11377194	11437799	0.1965	0.00	0.3490	.	5	60605	8887	51010
R527	Chr12	20243332	20434445	0.1880	0.00	0.3479	.	7	191113	8887	51010
R527	Chr9	16840504	17024148	0.1888	0.00	0.3476	.	5	183644	8887	51010
R527	Chr12	20590568	20434445	0.1863	0.00	0.3471	.	5	-156123	8887	51010
R527	Chr10	13105232	13030611	0.1911	0.00	0.3455	.	6	-74621	8974	51006
R527	Chr10	13105232	13030611	0.1911	0.00	0.3455	.	6	-74621	8974	51006
R527	Chr8	2395653	2212245	0.1925	0.00	0.3447	.	6	-183408	8887	48435
R527	Chr3	16566687	16670493	0.1935	0.00	0.3438	.	13	103806	9499	51010
R527	Chr5	30259638	30411489	0.1799	0.00	0.3437	.	7	151851	8908	51014
R527	Chr4	13770927	13850710	0.1878	0.00	0.3421	.	7	79783	8982	51010
R527	Chr8	27679692	27895443	0.1866	0.00	0.3421	.	7	215751	8974	51010
R527	Chr12	20867129	20768342	0.1841	0.00	0.3418	.	6	-98787	8974	51010
R527	Chr11	29216430	29060319	0.1874	0.00	0.3404	.	9	-156111	8887	51010
R527	Chr3	16566687	16559627	0.1847	0.00	0.3400	.	7	-7060	9499	51010
R527	Chr12	20867129	20768342	0.1848	0.00	0.3400	.	9	-98787	8974	51010
R527	Chr8	24713219	24879235	0.1801	0.00	0.3390	.	4	166016	8980	51187
R527	Chr12	10153553	9980090	0.1809	0.00	0.3389	.	5	-173463	8887	51010
R527	Chr8	1679368	1787292	0.1762	0.00	0.3364	.	4	107924	8979	51010
R527	Chr1	14681972	14605805	0.1751	0.00	0.3345	.	4	-76167	8886	51190
R527	Chr11	15130680	15164442	0.1770	0.00	0.3344	.	4	33762	9499	51189
R527	Chr11	15130680	15164442	0.1770	0.00	0.3344	.	4	33762	9499	51189
R527	Chr12	432800	570395	0.1759	0.00	0.3344	.	5	137595	9040	50161
R527	Chr5	9231347	9379577	0.1682	0.00	0.3336	.	7	148230	8974	56227
R527	Chr5	9231347	9379577	0.1682	0.00	0.3336	.	7	148230	8974	56227
R527	Chr2	30237649	30195159	0.1720	0.00	0.3335	.	4	-42490	9499	51010
R527	Chr2	30237649	30195159	0.1720	0.00	0.3335	.	4	-42490	9499	51010
R527	Chr2	7541064	7751795	0.1703	0.00	0.3334	.	5	210731	8887	51010
R527	Chr8	24713219	24551904	0.1719	0.00	0.3333	.	4	-161315	8980	51190
R527	Chr4	516598	470732	0.1211	0.00	0.3323	.	5	-45866	8887	80241
R527	Chr4	516598	470732	0.1211	0.00	0.3323	.	5	-45866	8887	80241
R527	Chr3	19547632	19633695	0.1717	0.00	0.3311	.	4	86063	8887	51010
R527	Chr11	29033906	29060319	0.1769	0.00	0.3309	.	7	26413	8908	51010
R527	Chr7	19756022	19863999	0.1726	0.00	0.3301	.	7	107977	9499	50894
R527	Chr4	13882756	13850710	0.1625	0.00	0.3298	.	3	-32046	9499	51010
R527	Chr8	17048521	16976398	0.1718	0.00	0.3289	.	8	-72123	8887	51010
R527	Chr8	17048521	16976398	0.1718	0.00	0.3289	.	8	-72123	8887	51010
R527	Chr4	7320050	7120487	0.1673	0.00	0.3275	.	4	-199563	8974	51014
R527	Chr3	16763879	16670493	0.1623	0.00	0.3241	.	6	-93386	9499	50488
R527	Chr6	10654443	10579065	0.1623	0.00	0.3238	.	6	-75378	8887	51010
R527	Chr6	10654443	10579065	0.1623	0.00	0.3238	.	6	-75378	8887	51010
R527	Chr6	11799367	11996113	0.1643	0.00	0.3214	.	6	196746	8886	51010
R527	Chr3	25521393	25765237	0.1621	0.00	0.3201	.	6	243844	8887	51075
R527	Chr5	9402905	9379577	0.1516	0.00	0.3190	.	5	-23328	9853	56227
R527	Chr3	25833770	25765237	0.1596	0.00	0.3186	.	5	-68533	8887	51075
R527	Chr3	25833770	25765237	0.1596	0.00	0.3186	.	5	-68533	8887	51075
R527	Chr7	7199477	7054813	0.1595	0.00	0.3170	.	6	-144664	8871	51010
R527	Chr6	28025911	27991818	0.1542	0.00	0.3145	.	7	-34093	8908	51187
R527	Chr6	28025911	27991818	0.1542	0.00	0.3145	.	7	-34093	8908	51187
R527	Chr4	15132191	14952221	0.1548	0.00	0.3129	.	7	-179970	8888	51010
R527	Chr6	28025911	27991818	0.1518	0.00	0.3124	.	6	-34093	8908	51187
R527	Chr7	7079202	7054813	0.1521	0.00	0.3116	.	4	-24389	9366	51010
R527	Chr5	20588106	20654285	0.1486	0.00	0.3093	.	6	66179	8979	51010
R527	Chr5	20588106	20654285	0.1486	0.00	0.3093	.	6	66179	8979	51010
R527	Chr4	3053612	2988631	0.1457	0.00	0.3070	.	5	-64981	8979	51010
R527	Chr4	3053612	2988631	0.1457	0.00	0.3070	.	5	-64981	8979	51010
R527	Chr11	16912568	17034948	0.1458	0.00	0.3024	.	5	122380	8887	51010
R527	Chr10	5011105	4797206	0.1413	0.00	0.2989	.	8	-213899	8978	51010
R527	Chr2	20175335	20094588	0.0851	0.00	0.2966	.	3	-80747	9499	80178
R527	Chr2	31853610	31927278	0.1380	0.00	0.2965	.	4	73668	9499	50331
R527	Chr2	31853610	31927278	0.1380	0.00	0.2965	.	4	73668	9499	50331
R527	Chr8	17609475	17421610	0.1351	0.00	0.2951	.	6	-187865	8974	51010
R527	Chr11	17162847	17034948	0.1336	0.00	0.2926	.	5	-127899	8979	51010
R527	Chr7	23148946	23219743	0.1366	0.00	0.2911	.	5	70797	8887	46393
R527	Chr12	5476341	5495120	0.1332	0.00	0.2885	.	2	18779	9499	50890
R527	Chr12	5476341	5495120	0.1332	0.00	0.2885	.	2	18779	9499	50890
R527	Chr4	21928697	22126414	0.1244	0.00	0.2866	.	3	197717	8974	51010
R527	Chr2	8245142	8239727	0.1226	0.00	0.2865	.	4	-5415	9499	51010
R527	Chr2	8245142	8239727	0.1226	0.00	0.2865	.	4	-5415	9499	51010
R527	Chr11	25256028	25136945	0.1220	0.00	0.2857	.	6	-119083	8974	51010
R527	Chr5	20588106	20654285	0.1222	0.00	0.2856	.	5	66179	8979	51010
R527	Chr1	21346706	21485177	0.1285	0.00	0.2838	.	3	138471	9499	47189
R527	Chr12	432800	224279	0.1207	0.00	0.2835	.	3	-208521	9040	51010
R527	Chr10	22543128	22594883	0.1291	0.00	0.2818	.	3	51755	8974	45112
R527	Chr9	2340782	2432862	0.1175	0.00	0.2792	.	4	92080	9499	51010
R527	Chr10	22543128	22594883	0.1291	0.00	0.2791	.	6	51755	8974	45112
R527	Chr11	32440009	32468383	0.1163	0.00	0.2762	.	5	28374	11035	51010
R527	Chr11	32440009	32468383	0.1163	0.00	0.2762	.	5	28374	11035	51010
R527	Chr2	17160517	17245464	0.1087	0.00	0.2729	.	4	84947	8887	51187
R527	Chr9	1021680	1048356	0.1220	0.00	0.2721	.	2	26676	42041	80511
R527	Chr9	1021680	1048356	0.1220	0.00	0.2721	.	2	26676	42041	80511
R527	Chr6	22246534	22359555	0.0996	0.00	0.2629	.	4	113021	9499	51187
R527	Chr6	11949419	11996113	0.0983	0.00	0.2623	.	4	46694	9002	51010
R527	Chr1	18294939	18326515	0.0909	0.00	0.2538	.	5	31576	9499	51010
R527	Chr1	18294939	18326515	0.0909	0.00	0.2538	.	5	31576	9499	51010
R527	Chr1	18294939	18326515	0.0909	0.00	0.2538	.	5	31576	9499	51010
R527	Chr12	9021140	8925205	0.0885	0.00	0.2514	.	3	-95935	9499	51190
R527	Chr11	31948523	31759829	0.1322	0.00	0.2435	.	5	-188694	8887	23384
R527	Chr4	18751276	18762163	0.1214	0.00	0.2399	.	2	10887	8887	19781
R527	Chr4	18751276	18762163	0.1214	0.00	0.2399	.	2	10887	8887	19781
R527	Chr9	23852908	23863742	0.1220	0.00	0.2397	.	2	10834	8886	19647
R527	Chr6	9557595	9568678	0.1221	0.00	0.2395	.	2	11083	8974	19782
R527	Chr4	12693896	12693736	0.1223	0.00	0.2385	.	2	-160	8974	19785
R527	Chr4	12693896	12693736	0.1223	0.00	0.2385	.	2	-160	8974	19785
R527	Chr9	10137892	10137991	0.1200	0.00	0.2379	.	2	99	8974	19562
R527	Chr9	10137892	10137991	0.1200	0.00	0.2379	.	2	99	8974	19562
R527	Chr11	31803039	31759829	0.1213	0.00	0.2365	.	3	-43210	8974	23384
R527	Chr8	17448772	17421610	0.0723	0.00	0.2365	.	3	-27162	9499	51010
R527	Chr12	17342626	17342834	0.1197	0.00	0.2354	.	2	208	9001	19562
R527	Chr6	7290539	7301441	0.1178	0.00	0.2350	.	3	10902	8887	19782
R527	Chr6	7290539	7301441	0.1178	0.00	0.2350	.	3	10902	8887	19782
R527	Chr1	31466447	31477304	0.1172	0.00	0.2346	.	2	10857	8887	19562
R527	Chr1	31466447	31477304	0.1172	0.00	0.2346	.	2	10857	8887	19562
R527	Chr1	41895508	42112667	0.0817	0.00	0.2338	.	2	217159	15528	51010
R527	Chr6	10109142	10120029	0.1155	0.00	0.2337	.	2	10887	8976	19780
R527	Chr6	10109142	10120029	0.1155	0.00	0.2337	.	2	10887	8976	19780
R527	Chr7	8103111	8116894	0.1210	0.00	0.2333	.	3	13783	8974	19647
R527	Chr7	8103111	8116894	0.1210	0.00	0.2333	.	3	13783	8974	19647
R527	Chr5	17818378	17829351	0.1158	0.00	0.2332	.	2	10973	8887	19647
R527	Chr8	20825407	20824689	0.1157	0.00	0.2331	.	2	-718	8852	19647
R527	Chr8	20825407	20824689	0.1157	0.00	0.2331	.	2	-718	8852	19647
R527	Chr11	22329537	22340245	0.1158	0.00	0.2331	.	2	10708	8979	19517
R527	Chr1	15276337	15275674	0.1150	0.00	0.2328	.	2	-663	8887	19647
R527	Chr1	15276337	15275674	0.1150	0.00	0.2328	.	2	-663	8887	19647
R527	Chr2	31859403	31927278	0.0848	0.00	0.2323	.	3	67875	17876	50331
R527	Chr6	11799367	11798373	0.1141	0.00	0.2320	.	2	-994	8886	19782
R527	Chr12	18472604	18471562	0.1140	0.00	0.2318	.	2	-1042	8887	19780
R527	Chr4	7320050	7330831	0.1138	0.00	0.2316	.	2	10781	8974	19647
R527	Chr12	16152778	16163099	0.1147	0.00	0.2309	.	3	10321	8807	19622
R527	Chr12	16152778	16163099	0.1147	0.00	0.2309	.	3	10321	8807	19622
R527	Chr4	22578711	22576801	0.1142	0.00	0.2309	.	2	-1910	8909	19565
R527	Chr4	22578711	22576801	0.1142	0.00	0.2309	.	2	-1910	8909	19565
R527	Chr4	26710628	26721227	0.1126	0.00	0.2305	.	2	10599	8886	19503
R527	Chr8	2395653	2394179	0.1219	0.00	0.2301	.	4	-1474	8887	19647
R527	Chr8	2395653	2394179	0.1219	0.00	0.2301	.	4	-1474	8887	19647
R527	Chr11	20175492	20138645	0.1215	0.00	0.2299	.	6	-36847	8974	19698
R527	Chr11	20175492	20138645	0.1215	0.00	0.2299	.	6	-36847	8974	19698
R527	Chr11	20175492	20138645	0.1215	0.00	0.2299	.	6	-36847	8974	19698
R527	Chr12	23580538	23580544	0.1136	0.00	0.2298	.	2	6	8887	19647
R527	Chr12	23580538	23580544	0.1136	0.00	0.2298	.	2	6	8887	19647
R527	Chr5	1750318	1749466	0.1138	0.00	0.2298	.	2	-852	8974	19562
R527	Chr5	1750318	1749466	0.1138	0.00	0.2298	.	2	-852	8974	19562
R527	Chr8	5992894	6033293	0.1220	0.00	0.2297	.	5	40399	8886	19647
R527	Chr8	5992894	6033293	0.1220	0.00	0.2297	.	5	40399	8886	19647
R527	Chr9	15442640	15441605	0.1121	0.00	0.2296	.	2	-1035	8979	19704
R527	Chr9	15442640	15441605	0.1121	0.00	0.2296	.	2	-1035	8979	19704
R527	Chr6	24386024	24396780	0.1115	0.00	0.2294	.	2	10756	8979	19647
R527	Chr6	24386024	24396780	0.1115	0.00	0.2294	.	2	10756	8979	19647
R527	Chr1	27718145	27728913	0.1116	0.00	0.2293	.	2	10768	8886	19562
R527	Chr1	27718145	27728913	0.1116	0.00	0.2293	.	2	10768	8886	19562
R527	Chr6	24994422	25211722	0.0650	0.00	0.2293	.	3	217300	9499	51010
R527	Chr6	19257284	19247302	0.1229	0.00	0.2293	.	5	-9982	8886	19781
R527	Chr3	18954208	19096071	0.0726	0.00	0.2292	.	4	141863	44011	79929
R527	Chr7	5982713	5981521	0.1115	0.00	0.2292	.	2	-1192	8886	19562
R527	Chr7	5982713	5981521	0.1115	0.00	0.2292	.	2	-1192	8886	19562
R527	Chr5	10768448	10876684	0.1210	0.00	0.2291	.	6	108236	8974	19647
R527	Chr7	8496747	8507910	0.1114	0.00	0.2291	.	2	11163	8887	19784
R527	Chr7	8496747	8507910	0.1114	0.00	0.2291	.	2	11163	8887	19784
R527	Chr12	7728868	7739591	0.1113	0.00	0.2291	.	2	10723	8908	19562
R527	Chr7	16335278	16346399	0.1113	0.00	0.2290	.	2	11121	8887	19780
R527	Chr7	16335278	16346399	0.1113	0.00	0.2290	.	2	11121	8887	19780
R527	Chr6	19513569	19511017	0.1229	0.00	0.2290	.	5	-2552	8887	19781
R527	Chr11	6959637	6958028	0.1210	0.00	0.2290	.	3	-1609	8974	19647
R527	Chr3	22494294	22505454	0.1113	0.00	0.2290	.	2	11160	8887	19780
R527	Chr3	22494294	22505454	0.1113	0.00	0.2290	.	2	11160	8887	19780
R527	Chr5	25810447	25821323	0.1116	0.00	0.2290	.	2	10876	8887	19562
R527	Chr5	25810447	25821323	0.1116	0.00	0.2290	.	2	10876	8887	19562
R527	Chr2	3587328	3598386	0.1119	0.00	0.2289	.	2	11058	8852	19561
R527	Chr2	3587328	3598386	0.1119	0.00	0.2289	.	2	11058	8852	19561
R527	Chr9	25001336	25000362	0.1113	0.00	0.2289	.	2	-974	8887	19562
R527	Chr10	9609320	9620086	0.1112	0.00	0.2289	.	2	10766	8887	19533
R527	Chr10	9609320	9620086	0.1112	0.00	0.2289	.	2	10766	8887	19533
R527	Chr3	25521393	25532607	0.1114	0.00	0.2288	.	2	11214	8887	19783
R527	Chr4	15245132	15129981	0.1219	0.00	0.2288	.	7	-115151	8887	19647
R527	Chr4	11879480	11890748	0.1113	0.00	0.2285	.	2	11268	8887	19780
R527	Chr11	28296277	28372314	0.0838	0.00	0.2285	.	5	76037	21357	51010
R527	Chr11	28296277	28372314	0.0838	0.00	0.2285	.	5	76037	21357	51010
R527	Chr4	15835536	15886394	0.1206	0.00	0.2284	.	5	50858	8887	19747
R527	Chr4	15835536	15886394	0.1206	0.00	0.2284	.	5	50858	8887	19747
R527	Chr4	15245132	15129981	0.1219	0.00	0.2284	.	8	-115151	8887	19647
R527	Chr3	26698379	26692590	0.1172	0.00	0.2283	.	4	-5789	8974	19317
R527	Chr3	26698379	26692590	0.1172	0.00	0.2283	.	4	-5789	8974	19317
R527	Chr4	21928697	21927686	0.1103	0.00	0.2281	.	2	-1011	8974	19562
R527	Chr11	30105746	30104715	0.1105	0.00	0.2280	.	2	-1031	8979	19647
R527	Chr11	30105746	30104715	0.1105	0.00	0.2280	.	2	-1031	8979	19647
R527	Chr10	4000006	3998780	0.1199	0.00	0.2280	.	3	-1226	8979	19562
R527	Chr10	4000006	3998780	0.1199	0.00	0.2280	.	3	-1226	8979	19562
R527	Chr10	1843907	1869278	0.1169	0.00	0.2279	.	3	25371	8887	19647
R527	Chr10	1843907	1869278	0.1169	0.00	0.2279	.	3	25371	8887	19647
R527	Chr9	16840504	16838527	0.1114	0.00	0.2278	.	2	-1977	8887	19783
R527	Chr10	14937310	14935988	0.1098	0.00	0.2277	.	2	-1322	8887	19647
R527	Chr10	14937310	14935988	0.1098	0.00	0.2277	.	2	-1322	8887	19647
R527	Chr11	10524659	10523343	0.1098	0.00	0.2276	.	2	-1316	8887	19647
R527	Chr5	10768448	10790439	0.1187	0.00	0.2274	.	3	21991	8974	19450
R527	Chr2	7164021	7174686	0.1096	0.00	0.2274	.	2	10665	8887	19647
R527	Chr11	31948523	31959195	0.1094	0.00	0.2272	.	2	10672	8887	19781
R527	Chr11	6959637	7120597	0.1210	0.00	0.2272	.	5	160960	8974	19647
R527	Chr3	18160418	18171137	0.1099	0.00	0.2271	.	2	10719	8974	19503
R527	Chr3	18160418	18171137	0.1099	0.00	0.2271	.	2	10719	8974	19503
R527	Chr2	7021291	7019929	0.1094	0.00	0.2270	.	2	-1362	8887	19780
R527	Chr1	36952741	36950913	0.1098	0.00	0.2269	.	2	-1828	8887	19647
R527	Chr1	36952741	36950913	0.1098	0.00	0.2269	.	2	-1828	8887	19647
R527	Chr1	25454891	25466005	0.1098	0.00	0.2269	.	2	11114	8888	19647
R527	Chr12	4689677	4700871	0.1098	0.00	0.2268	.	2	11194	8887	19647
R527	Chr12	4689677	4700871	0.1098	0.00	0.2268	.	2	11194	8887	19647
R527	Chr2	7541064	7539109	0.1098	0.00	0.2266	.	2	-1955	8887	19647
R527	Chr4	28716062	28714392	0.1089	0.00	0.2266	.	2	-1670	8887	19562
R527	Chr4	28716062	28714392	0.1089	0.00	0.2266	.	2	-1670	8887	19562
R527	Chr11	8921079	8949079	0.1203	0.00	0.2265	.	6	28000	8887	19781
R527	Chr11	8921079	8949079	0.1203	0.00	0.2265	.	6	28000	8887	19781
R527	Chr12	20590568	20589163	0.1089	0.00	0.2264	.	2	-1405	8887	19562
R527	Chr11	23682572	23690608	0.1194	0.00	0.2263	.	5	8036	8887	19780
R527	Chr12	17342626	17532988	0.1197	0.00	0.2263	.	4	190362	9001	19562
R527	Chr6	20961773	20934338	0.1188	0.00	0.2261	.	5	-27435	8887	19647
R527	Chr6	20961773	20934338	0.1188	0.00	0.2261	.	5	-27435	8887	19647
R527	Chr7	2927241	2925982	0.1089	0.00	0.2260	.	2	-1259	8887	19562
R527	Chr7	2927241	2925982	0.1089	0.00	0.2260	.	2	-1259	8887	19562
R527	Chr4	2114741	2125686	0.1089	0.00	0.2260	.	2	10945	8887	19562
R527	Chr4	2114741	2125686	0.1089	0.00	0.2260	.	2	10945	8887	19562
R527	Chr9	10447656	10459209	0.1100	0.00	0.2260	.	2	11553	8887	19660
R527	Chr1	4875330	4873838	0.1082	0.00	0.2260	.	2	-1492	8886	19508
R527	Chr1	4875330	4873838	0.1082	0.00	0.2260	.	2	-1492	8886	19508
R527	Chr4	18121679	18119518	0.1098	0.00	0.2259	.	2	-2161	8888	19647
R527	Chr4	18121679	18119518	0.1098	0.00	0.2259	.	2	-2161	8888	19647
R527	Chr8	5384372	5394946	0.1084	0.00	0.2258	.	2	10574	8974	19780
R527	Chr8	5384372	5394946	0.1084	0.00	0.2258	.	2	10574	8974	19780
R527	Chr11	26760440	26715187	0.1186	0.00	0.2258	.	5	-45253	8887	19645
R527	Chr11	26760440	26715187	0.1186	0.00	0.2258	.	5	-45253	8887	19645
R527	Chr11	26760440	26715187	0.1186	0.00	0.2258	.	5	-45253	8887	19645
R527	Chr11	23682572	23690608	0.1194	0.00	0.2258	.	6	8036	8887	19780
R527	Chr7	10227671	10238743	0.1089	0.00	0.2257	.	2	11072	8887	19562
R527	Chr7	10227671	10238743	0.1089	0.00	0.2257	.	2	11072	8887	19562
R527	Chr11	29216430	29227535	0.1089	0.00	0.2256	.	2	11105	8887	19562
R527	Chr9	5369705	5297044	0.1158	0.00	0.2256	.	3	-72661	8887	19647
R527	Chr12	19621652	19842109	0.1190	0.00	0.2256	.	6	220457	8871	19647
R527	Chr2	17888991	17911864	0.1148	0.00	0.2256	.	3	22873	8887	19562
R527	Chr12	10153553	10150805	0.1159	0.00	0.2254	.	3	-2748	8887	19647
R527	Chr12	10153553	10150805	0.1159	0.00	0.2254	.	3	-2748	8887	19647
R527	Chr11	18424468	18435677	0.1088	0.00	0.2254	.	2	11209	8975	19647
R527	Chr11	18424468	18435677	0.1088	0.00	0.2254	.	2	11209	8975	19647
R527	Chr11	9847596	9858587	0.1173	0.00	0.2253	.	4	10991	8987	19647
R527	Chr6	23957742	23956555	0.1084	0.00	0.2253	.	2	-1187	8887	19562
R527	Chr6	23957742	23956555	0.1084	0.00	0.2253	.	2	-1187	8887	19562
R527	Chr8	20288805	20287125	0.1188	0.00	0.2250	.	7	-1680	8887	19647
R527	Chr8	20288805	20476304	0.1188	0.00	0.2250	.	9	187499	8887	19647
R527	Chr8	27679692	27690520	0.1079	0.00	0.2250	.	2	10828	8974	19562
R527	Chr12	4123055	4134100	0.1078	0.00	0.2249	.	3	11045	8887	19562
R527	Chr10	13105232	13116180	0.1169	0.00	0.2249	.	4	10948	8974	19562
R527	Chr11	9738471	9732793	0.1174	0.00	0.2248	.	6	-5678	8982	19647
R527	Chr11	16049804	16060481	0.1179	0.00	0.2244	.	7	10677	8887	19563
R527	Chr8	7351595	7397699	0.1178	0.00	0.2244	.	7	46104	8974	19647
R527	Chr8	7351595	7397699	0.1178	0.00	0.2244	.	7	46104	8974	19647
R527	Chr5	16328617	16402617	0.1179	0.00	0.2244	.	6	74000	8887	19562
R527	Chr5	16328617	16402617	0.1179	0.00	0.2244	.	6	74000	8887	19562
R527	Chr5	16328617	16402617	0.1179	0.00	0.2244	.	6	74000	8887	19562
R527	Chr6	26981307	26992369	0.1074	0.00	0.2242	.	2	11062	8887	19562
R527	Chr6	26981307	26992369	0.1074	0.00	0.2242	.	2	11062	8887	19562
R527	Chr11	22034876	22031490	0.1114	0.00	0.2242	.	3	-3386	8888	19780
R527	Chr11	15882595	15856467	0.1179	0.00	0.2241	.	9	-26128	8887	19562
R527	Chr2	9075498	9073570	0.1074	0.00	0.2241	.	2	-1928	8888	19780
R527	Chr2	9075498	9073570	0.1074	0.00	0.2241	.	2	-1928	8888	19780
R527	Chr12	4123055	4010262	0.1174	0.00	0.2240	.	6	-112793	8887	19665
R527	Chr2	17888991	17911864	0.1148	0.00	0.2237	.	4	22873	8887	19562
R527	Chr8	24236763	24199460	0.1210	0.00	0.2237	.	4	-37303	8887	19562
R527	Chr8	24236763	24199460	0.1210	0.00	0.2237	.	4	-37303	8887	19562
R527	Chr11	146899	145484	0.1061	0.00	0.2237	.	2	-1415	9028	19503
R527	Chr2	13265410	13264021	0.1061	0.00	0.2232	.	2	-1389	8982	19418
R527	Chr2	13265410	13264021	0.1061	0.00	0.2232	.	2	-1389	8982	19418
R527	Chr6	9557595	9703514	0.1221	0.00	0.2232	.	4	145919	8974	19782
R527	Chr8	1271477	1270176	0.1069	0.00	0.2232	.	2	-1301	8887	19562
R527	Chr3	8254651	8250916	0.1105	0.00	0.2232	.	3	-3735	8852	19647
R527	Chr3	8254651	8250916	0.1105	0.00	0.2232	.	3	-3735	8852	19647
R527	Chr12	20243332	20265302	0.1106	0.00	0.2230	.	4	21970	8887	19220
R527	Chr9	5297685	5297044	0.1086	0.00	0.2228	.	2	-641	9524	19647
R527	Chr4	15654246	15665504	0.1150	0.00	0.2227	.	5	11258	8888	19647
R527	Chr4	15654246	15665504	0.1150	0.00	0.2227	.	5	11258	8888	19647
R527	Chr2	24143676	24123927	0.1125	0.00	0.2225	.	3	-19749	8887	19647
R527	Chr2	24143676	24123927	0.1125	0.00	0.2225	.	3	-19749	8887	19647
R527	Chr5	17818378	17829351	0.1158	0.00	0.2225	.	3	10973	8887	19647
R527	Chr7	27759505	27757910	0.1138	0.00	0.2225	.	3	-1595	9028	19508
R527	Chr7	27759505	27757910	0.1138	0.00	0.2225	.	3	-1595	9028	19508
R527	Chr12	15645373	15643283	0.1059	0.00	0.2224	.	2	-2090	8888	19647
R527	Chr12	15645373	15643283	0.1059	0.00	0.2224	.	2	-2090	8888	19647
R527	Chr6	3923485	3921438	0.1045	0.00	0.2224	.	2	-2047	8982	19562
R527	Chr6	3923485	3921438	0.1045	0.00	0.2224	.	2	-2047	8982	19562
R527	Chr7	23148946	23143176	0.1108	0.00	0.2222	.	3	-5770	8887	19780
R527	Chr6	8516334	8587076	0.1113	0.00	0.2222	.	3	70742	8887	19781
R527	Chr6	8516334	8587076	0.1113	0.00	0.2222	.	3	70742	8887	19781
R527	Chr12	7545599	7739591	0.1114	0.00	0.2220	.	3	193992	8902	19562
R527	Chr4	21642330	21636279	0.1125	0.00	0.2216	.	4	-6051	8886	19647
R527	Chr4	21642330	21636279	0.1125	0.00	0.2216	.	4	-6051	8886	19647
R527	Chr4	21642330	21636279	0.1125	0.00	0.2216	.	4	-6051	8886	19647
R527	Chr2	21534891	21545997	0.1148	0.00	0.2215	.	3	11106	8887	19562
R527	Chr2	21534891	21545997	0.1148	0.00	0.2215	.	3	11106	8887	19562
R527	Chr11	28329771	28372314	0.0761	0.00	0.2213	.	4	42543	22036	51010
R527	Chr3	27879783	27941008	0.1146	0.00	0.2212	.	4	61225	8887	19562
R527	Chr3	27879783	27941008	0.1146	0.00	0.2212	.	5	61225	8887	19562
R527	Chr3	27879783	27941008	0.1146	0.00	0.2212	.	5	61225	8887	19562
