genome	chrom	start	end	coverage	identity	score	orientation	num_hits	subject_span	q_low	q_high
W1839	chr1	37168219	37168583	0.0112	0.00	0.0770	.	2	364	33877	46618
W1839	chr1	37168219	37168583	0.0112	0.00	0.0770	.	2	364	33877	46618
W1839	chr1	18227791	18228148	0.0103	0.00	0.0730	.	2	357	33924	46610
W1839	chr1	18227791	18228148	0.0103	0.00	0.0730	.	2	357	33924	46610
W1839	chr5	23463406	23463700	0.0083	0.00	0.0638	.	2	294	33996	46613
W1839	chr5	23463406	23463700	0.0083	0.00	0.0638	.	2	294	33996	46613
W2319	chr1	2674139	2744809	0.9991	0.00	1.1630	.	28	70670	1	70811
W2319	chr1	2858634	2853688	0.0710	0.00	0.2019	.	11	-4946	33525	51348
W2319	chr2	32605935	32858288	0.0252	0.00	0.1221	.	2	252353	7346	11381
W2319	chr1	41127950	41131892	0.0195	0.00	0.1205	.	2	3942	7346	8727
W2319	chr1	41127950	41131892	0.0195	0.00	0.1205	.	2	3942	7346	8727
W2319	chr2	16050815	16050680	0.0177	0.00	0.0829	.	3	-135	28553	41791
W2332	chr1	2620673	2708822	0.9994	0.00	1.1669	.	41	88149	1	70811
W2332	chr1	2874949	2822756	0.0442	0.00	0.1293	.	13	-52193	33518	49419
W2332	chr1	41714739	41718681	0.0195	0.00	0.1205	.	2	3942	7346	8727
W2332	chr1	41714739	41718681	0.0195	0.00	0.1205	.	2	3942	7346	8727
W2332	chr2	16244753	16244618	0.0177	0.00	0.0829	.	3	-135	28553	41791
W0179	chr1	2633094	2718192	0.9992	0.00	1.1629	.	43	85098	1	70811
W0179	chr1	2884451	2832238	0.0442	0.00	0.1293	.	13	-52213	33518	49419
W0179	chr2	32223285	32489994	0.0252	0.00	0.1221	.	2	266709	7346	11381
W0179	chr1	44041578	44045520	0.0195	0.00	0.1205	.	2	3942	7346	8727
W0179	chr1	44041578	44045520	0.0195	0.00	0.1205	.	2	3942	7346	8727
W0179	chr2	16816441	16816306	0.0177	0.00	0.0829	.	3	-135	28553	41791
W0590	chr1	2661998	2735655	0.9984	0.00	1.1449	.	44	73657	1	70811
W0590	chr1	2863020	2880207	0.0604	0.00	0.1905	.	13	17187	33525	50486
W0590	chr2	32277512	32529635	0.0252	0.00	0.1221	.	2	252123	7346	11381
W0590	chr1	42003575	42007517	0.0195	0.00	0.1205	.	2	3942	7346	8727
W0590	chr1	42003575	42007517	0.0195	0.00	0.1205	.	2	3942	7346	8727
W0590	chr5	29349643	29350127	0.0138	0.00	0.0886	.	2	484	33814	46623
W0590	chr5	29349643	29350127	0.0138	0.00	0.0886	.	2	484	33814	46623
W0590	chr3	9873022	9873475	0.0128	0.00	0.0848	.	2	453	33832	46610
W0590	chr2	15894892	15894757	0.0177	0.00	0.0829	.	3	-135	28553	41791
W0590	chr8	26761160	26761603	0.0124	0.00	0.0829	.	2	443	33861	46621
W0590	chr1	37516706	37517070	0.0112	0.00	0.0770	.	2	364	33877	46618
W0590	chr1	37516706	37517070	0.0112	0.00	0.0770	.	2	364	33877	46618
W0590	chr1	18390281	18390661	0.0109	0.00	0.0760	.	2	380	33901	46610
W0590	chr1	18390281	18390661	0.0109	0.00	0.0760	.	2	380	33901	46610
W0590	chr5	23460072	23460366	0.0083	0.00	0.0638	.	2	294	33996	46613
W0590	chr5	23460072	23460366	0.0083	0.00	0.0638	.	2	294	33996	46613
W1735	chr1	2732728	2804805	0.9992	0.00	1.1596	.	38	72077	1	70811
W1735	chr1	2970981	2918792	0.0442	0.00	0.1293	.	13	-52189	33518	49419
W1735	chr2	32179421	32431774	0.0252	0.00	0.1221	.	2	252353	7346	11381
W1735	chr1	42782963	42786905	0.0195	0.00	0.1205	.	2	3942	7346	8727
W1735	chr1	42782963	42786905	0.0195	0.00	0.1205	.	2	3942	7346	8727
W1735	chr2	16051871	16051736	0.0177	0.00	0.0829	.	3	-135	28553	41791
W0630	chr1	2603501	2674811	0.9979	0.00	1.1518	.	41	71310	1	70811
W0630	chr1	2841370	2789181	0.0442	0.00	0.1293	.	13	-52189	33518	49419
W1084	chr1	2540326	2611076	1.0000	0.00	1.1670	.	25	70750	1	70811
W1084	chr1	2742158	2740534	0.0437	0.00	0.1732	.	8	-1624	33525	49419
W1084	chr2	32309541	32599486	0.0252	0.00	0.1221	.	2	289945	7346	11381
W1084	chr1	41255047	41258989	0.0195	0.00	0.1205	.	2	3942	7346	8727
W1084	chr1	41255047	41258989	0.0195	0.00	0.1205	.	2	3942	7346	8727
W1084	chr2	16315092	16314957	0.0177	0.00	0.0829	.	3	-135	28553	41791
W1142	chr1	2615614	2687536	1.0000	0.00	1.1522	.	42	71922	1	70811
W1142	chr1	2846642	2851060	0.0699	0.00	0.2004	.	15	4418	33518	51242
W1142	chr2	31658803	31906001	0.0252	0.00	0.1221	.	2	247198	7346	11381
W1142	chr5	29170515	29170999	0.0138	0.00	0.0886	.	2	484	33814	46623
W1142	chr5	29170515	29170999	0.0138	0.00	0.0886	.	2	484	33814	46623
W1142	chr8	26119975	26120441	0.0131	0.00	0.0861	.	2	466	33832	46621
W1142	chr3	9741072	9741525	0.0128	0.00	0.0848	.	2	453	33832	46610
W1142	chr2	16378721	16378586	0.0177	0.00	0.0829	.	3	-135	28553	41791
W1142	chr1	36671148	36671512	0.0112	0.00	0.0770	.	2	364	33877	46618
W1142	chr1	36671148	36671512	0.0112	0.00	0.0770	.	2	364	33877	46618
W1142	chr1	18128896	18129253	0.0103	0.00	0.0730	.	2	357	33924	46610
W1142	chr1	18128896	18129253	0.0103	0.00	0.0730	.	2	357	33924	46610
W1142	chr5	23318166	23318460	0.0083	0.00	0.0638	.	2	294	33996	46613
W1547	chr1	2401120	2467417	0.9881	0.00	1.1426	.	41	66297	1	70811
W1547	chr1	2625823	2574624	0.0442	0.00	0.1293	.	13	-51199	33518	49419
W1547	chr1	40993599	40997542	0.0195	0.00	0.1205	.	2	3943	7346	8727
W1547	chr1	40993599	40997542	0.0195	0.00	0.1205	.	2	3943	7346	8727
W1547	chr2	28476868	28479928	0.0195	0.00	0.1205	.	2	3060	7346	8727
W1547	chr2	28476868	28479928	0.0195	0.00	0.1205	.	2	3060	7346	8727
W1547	chr2	16304646	16304511	0.0177	0.00	0.0829	.	3	-135	28553	41791
W1619	chr1	2506391	2572687	0.9881	0.00	1.1426	.	41	66296	1	70811
W1619	chr1	2731098	2679899	0.0442	0.00	0.1293	.	13	-51199	33518	49419
W1619	chr1	41856488	41860431	0.0195	0.00	0.1205	.	2	3943	7346	8727
W1619	chr1	41856488	41860431	0.0195	0.00	0.1205	.	2	3943	7346	8727
W1619	chr2	28292928	28295988	0.0195	0.00	0.1205	.	2	3060	7346	8727
W1619	chr2	28292928	28295988	0.0195	0.00	0.1205	.	2	3060	7346	8727
W1619	chr2	16434991	16434856	0.0177	0.00	0.0829	.	3	-135	28553	41791
W1677	chr1	2744800	2815692	0.9960	0.00	1.1540	.	40	70892	1	70811
W1677	chr1	2981903	2929716	0.0442	0.00	0.1293	.	13	-52187	33518	49419
W1677	chr1	41999014	42002956	0.0195	0.00	0.1205	.	2	3942	7346	8727
W1677	chr1	41999014	42002956	0.0195	0.00	0.1205	.	2	3942	7346	8727
W1677	chr2	17018044	17017909	0.0177	0.00	0.0829	.	3	-135	28553	41791
W1679	chr1	2524904	2596831	1.0000	0.00	1.1533	.	43	71927	1	70811
W1679	chr1	2755983	2760401	0.0699	0.00	0.2004	.	15	4418	33518	51242
W1679	chr1	40908586	40912526	0.0195	0.00	0.1205	.	2	3940	7346	8727
W1679	chr1	40908586	40912526	0.0195	0.00	0.1205	.	2	3940	7346	8727
W1679	chr5	29252116	29252600	0.0138	0.00	0.0886	.	2	484	33814	46623
W1679	chr5	29252116	29252600	0.0138	0.00	0.0886	.	2	484	33814	46623
W1679	chr8	25970579	25971045	0.0131	0.00	0.0861	.	2	466	33832	46621
W1679	chr3	9665224	9665677	0.0128	0.00	0.0848	.	2	453	33832	46610
W1679	chr2	16543810	16543675	0.0177	0.00	0.0829	.	3	-135	28553	41791
W1679	chr1	36535036	36535400	0.0112	0.00	0.0770	.	2	364	33877	46618
W1679	chr1	36535036	36535400	0.0112	0.00	0.0770	.	2	364	33877	46618
W1679	chr1	17690316	17690673	0.0103	0.00	0.0730	.	2	357	33924	46610
W1679	chr1	17690316	17690673	0.0103	0.00	0.0730	.	2	357	33924	46610
W1679	chr5	23201483	23201777	0.0083	0.00	0.0638	.	2	294	33996	46613
W1679	chr5	23201483	23201777	0.0083	0.00	0.0638	.	2	294	33996	46613
W1726	chr1	2546461	2612739	0.9881	0.00	1.1429	.	40	66278	1	70811
W1726	chr1	2735261	2733641	0.0454	0.00	0.1746	.	12	-1620	33525	49419
W1726	chr1	40877158	40881101	0.0195	0.00	0.1205	.	2	3943	7346	8727
W1726	chr1	40877158	40881101	0.0195	0.00	0.1205	.	2	3943	7346	8727
W1726	chr5	30432569	30433053	0.0138	0.00	0.0886	.	2	484	33814	46623
W1726	chr5	30432569	30433053	0.0138	0.00	0.0886	.	2	484	33814	46623
W1726	chr8	24403626	24404092	0.0131	0.00	0.0861	.	2	466	33832	46621
W1726	chr8	24403626	24404092	0.0131	0.00	0.0861	.	2	466	33832	46621
W1726	chr3	9945774	9946227	0.0128	0.00	0.0848	.	2	453	33832	46610
W1726	chr2	15987839	15987704	0.0177	0.00	0.0829	.	3	-135	28553	41791
W1726	chr1	36449373	36449737	0.0112	0.00	0.0770	.	2	364	33877	46618
W1726	chr1	36449373	36449737	0.0112	0.00	0.0770	.	2	364	33877	46618
W1726	chr1	18073040	18073397	0.0103	0.00	0.0730	.	2	357	33924	46610
W1726	chr1	18073040	18073397	0.0103	0.00	0.0730	.	2	357	33924	46610
W1726	chr5	24413428	24413722	0.0083	0.00	0.0638	.	2	294	33996	46613
W1726	chr5	24413428	24413722	0.0083	0.00	0.0638	.	2	294	33996	46613
W1731	chr1	2566823	2634114	0.9932	0.00	1.1541	.	40	67291	1	70811
W1731	chr3	38403202	38265977	0.0408	0.00	0.1791	.	2	-137225	7370	27508
W1731	chr1	2757622	2756002	0.0454	0.00	0.1746	.	12	-1620	33525	49419
W1731	chr5	29567084	29567568	0.0138	0.00	0.0886	.	2	484	33814	46623
W1731	chr5	29567084	29567568	0.0138	0.00	0.0886	.	2	484	33814	46623
W1731	chr8	25188163	25188629	0.0131	0.00	0.0861	.	2	466	33832	46621
W1731	chr3	9651989	9652442	0.0128	0.00	0.0848	.	2	453	33832	46610
W1731	chr2	16971572	16971437	0.0177	0.00	0.0829	.	3	-135	28553	41791
W1731	chr1	37384389	37384753	0.0112	0.00	0.0770	.	2	364	33877	46618
W1731	chr1	37384389	37384753	0.0112	0.00	0.0770	.	2	364	33877	46618
W1731	chr1	18810576	18810933	0.0103	0.00	0.0731	.	2	357	33924	46610
W1731	chr1	18810576	18810933	0.0103	0.00	0.0731	.	2	357	33924	46610
W1731	chr5	23375549	23375838	0.0082	0.00	0.0632	.	2	289	34001	46613
W1731	chr5	23375549	23375838	0.0082	0.00	0.0632	.	2	289	34001	46613
W1732	chr1	2552671	2623420	1.0000	0.00	1.1655	.	27	70749	1	70811
W1732	chr1	2743097	2741473	0.0437	0.00	0.1732	.	10	-1624	33525	49419
W1732	chr2	34594439	34894658	0.0252	0.00	0.1221	.	2	300219	7346	11381
W1732	chr2	30301360	30304420	0.0195	0.00	0.1205	.	2	3060	7346	8727
W1732	chr2	30301360	30304420	0.0195	0.00	0.1205	.	2	3060	7346	8727
W1732	chr2	17726561	17726426	0.0177	0.00	0.0829	.	3	-135	28553	41791
W1787	chr1	2577165	2664083	0.9995	0.00	1.1559	.	41	86918	1	70811
W1787	chr1	2782676	2775765	0.0286	0.00	0.1142	.	11	-6911	33525	48233
W1787	chr5	30062133	30062617	0.0138	0.00	0.0886	.	2	484	33814	46623
W1787	chr5	30062133	30062617	0.0138	0.00	0.0886	.	2	484	33814	46623
W1787	chr8	25526963	25527429	0.0131	0.00	0.0861	.	2	466	33832	46621
W1787	chr3	9720766	9721219	0.0128	0.00	0.0848	.	2	453	33832	46610
W1787	chr2	16351126	16350991	0.0177	0.00	0.0829	.	3	-135	28553	41791
W1787	chr1	37906674	37907038	0.0112	0.00	0.0770	.	2	364	33877	46618
W1787	chr1	37906674	37907038	0.0112	0.00	0.0770	.	2	364	33877	46618
W1787	chr1	19241944	19242301	0.0103	0.00	0.0730	.	2	357	33924	46610
W1787	chr1	19241944	19242301	0.0103	0.00	0.0730	.	2	357	33924	46610
W1787	chr5	24163321	24163615	0.0083	0.00	0.0638	.	2	294	33996	46613
W1787	chr5	24163321	24163615	0.0083	0.00	0.0638	.	2	294	33996	46613
W1865	chr1	2685674	2761091	0.9862	0.00	1.1543	.	38	75417	1	70811
W1865	chr1	2922162	2870936	0.0442	0.00	0.1293	.	13	-51226	33518	49419
W1865	chr2	31546190	31802699	0.0252	0.00	0.1221	.	2	256509	7346	11381
W1865	chr1	42324241	42328183	0.0195	0.00	0.1205	.	2	3942	7346	8727
W1865	chr1	42324241	42328183	0.0195	0.00	0.1205	.	2	3942	7346	8727
W1865	chr2	16237267	16237132	0.0177	0.00	0.0829	.	3	-135	28553	41791
W2053	chr1	2683108	2746652	0.9913	0.00	1.1407	.	40	63544	1	70811
W2053	chr1	2891190	2889566	0.0454	0.00	0.1747	.	10	-1624	33525	49419
W2053	chr1	40741587	40745529	0.0195	0.00	0.1205	.	2	3942	7346	8727
W2053	chr1	40741587	40745529	0.0195	0.00	0.1205	.	2	3942	7346	8727
W2053	chr5	29816330	29816814	0.0138	0.00	0.0886	.	2	484	33814	46623
W2053	chr5	29816330	29816814	0.0138	0.00	0.0886	.	2	484	33814	46623
W2053	chr8	25240350	25240816	0.0131	0.00	0.0861	.	2	466	33832	46621
W2053	chr3	9769674	9770127	0.0128	0.00	0.0848	.	2	453	33832	46610
W2053	chr2	16079041	16078906	0.0177	0.00	0.0829	.	3	-135	28553	41791
W2053	chr1	36454858	36455222	0.0112	0.00	0.0770	.	2	364	33877	46618
W2053	chr1	36454858	36455222	0.0112	0.00	0.0770	.	2	364	33877	46618
W2053	chr1	17913153	17913510	0.0103	0.00	0.0730	.	2	357	33924	46610
W2053	chr1	17913153	17913510	0.0103	0.00	0.0730	.	2	357	33924	46610
W2053	chr5	23797509	23797798	0.0082	0.00	0.0632	.	2	289	34001	46613
W2053	chr5	23797509	23797798	0.0082	0.00	0.0632	.	2	289	34001	46613
W2064	chr1	2617995	2681539	0.9913	0.00	1.1407	.	40	63544	1	70811
W2064	chr1	2826187	2824563	0.0454	0.00	0.1747	.	10	-1624	33525	49419
W2064	chr1	41353376	41357318	0.0195	0.00	0.1205	.	2	3942	7346	8727
W2064	chr1	41353376	41357318	0.0195	0.00	0.1205	.	2	3942	7346	8727
W2064	chr5	30195687	30196171	0.0138	0.00	0.0886	.	2	484	33814	46623
W2064	chr5	30195687	30196171	0.0138	0.00	0.0886	.	2	484	33814	46623
W2064	chr8	25314858	25315324	0.0131	0.00	0.0861	.	2	466	33832	46621
W2064	chr3	9807754	9808207	0.0128	0.00	0.0848	.	2	453	33832	46610
W2064	chr2	16472607	16472472	0.0177	0.00	0.0829	.	3	-135	28553	41791
W2064	chr1	37138069	37138433	0.0112	0.00	0.0770	.	2	364	33877	46618
W2064	chr1	37138069	37138433	0.0112	0.00	0.0770	.	2	364	33877	46618
W2064	chr1	18533311	18533668	0.0103	0.00	0.0730	.	2	357	33924	46610
W2064	chr1	18533311	18533668	0.0103	0.00	0.0730	.	2	357	33924	46610
W2064	chr5	24134717	24135011	0.0083	0.00	0.0638	.	2	294	33996	46613
W2064	chr5	24134717	24135011	0.0083	0.00	0.0638	.	2	294	33996	46613
W2305	chr1	2644817	2749426	0.9995	0.00	1.1535	.	39	104609	1	70811
W2305	chr1	2872206	2870584	0.0454	0.00	0.1746	.	12	-1622	33525	49419
W2305	chr1	40718723	40722665	0.0195	0.00	0.1205	.	2	3942	7346	8727
W2305	chr1	40718723	40722665	0.0195	0.00	0.1205	.	2	3942	7346	8727
W2305	chr5	30282636	30283120	0.0138	0.00	0.0886	.	2	484	33814	46623
W2305	chr5	30282636	30283120	0.0138	0.00	0.0886	.	2	484	33814	46623
W2305	chr8	26453389	26453855	0.0131	0.00	0.0861	.	2	466	33832	46621
W2305	chr8	26453389	26453855	0.0131	0.00	0.0861	.	2	466	33832	46621
W2305	chr3	9997648	9998101	0.0128	0.00	0.0848	.	2	453	33832	46610
W2305	chr3	9997648	9998101	0.0128	0.00	0.0848	.	2	453	33832	46610
W2305	chr2	16223937	16223802	0.0177	0.00	0.0829	.	3	-135	28553	41791
W2305	chr2	16223937	16223802	0.0177	0.00	0.0829	.	3	-135	28553	41791
W2305	chr1	36352098	36352462	0.0112	0.00	0.0770	.	2	364	33877	46618
W2305	chr1	36352098	36352462	0.0112	0.00	0.0770	.	2	364	33877	46618
W2305	chr1	18119473	18119830	0.0103	0.00	0.0730	.	2	357	33924	46610
W2305	chr1	18119473	18119830	0.0103	0.00	0.0730	.	2	357	33924	46610
W2305	chr5	24333818	24334112	0.0083	0.00	0.0638	.	2	294	33996	46613
W0103	chr1	2678233	2749455	1.0000	0.00	1.1565	.	39	71222	1	70811
W0103	chr1	2915656	2863458	0.0442	0.00	0.1293	.	13	-52198	33518	49419
W0103	chr1	41113772	41117714	0.0195	0.00	0.1205	.	2	3942	7346	8727
W0103	chr1	41113772	41117714	0.0195	0.00	0.1205	.	2	3942	7346	8727
W0103	chr2	16559729	16559594	0.0177	0.00	0.0829	.	3	-135	28553	41791
W0107	chr1	2555408	2627337	1.0000	0.00	1.1533	.	43	71929	1	70811
W0107	chr1	2777424	2781842	0.0699	0.00	0.2004	.	15	4418	33518	51242
W0107	chr2	32035792	32332356	0.0252	0.00	0.1221	.	2	296564	7346	11381
W0107	chr5	30154337	30154821	0.0138	0.00	0.0886	.	2	484	33814	46623
W0107	chr5	30154337	30154821	0.0138	0.00	0.0886	.	2	484	33814	46623
W0107	chr8	24801371	24801837	0.0131	0.00	0.0861	.	2	466	33832	46621
W0107	chr3	9834704	9835157	0.0128	0.00	0.0848	.	2	453	33832	46610
W0107	chr2	16804121	16803986	0.0177	0.00	0.0829	.	3	-135	28553	41791
W0107	chr1	36824895	36825259	0.0112	0.00	0.0770	.	2	364	33877	46618
W0107	chr1	36824895	36825259	0.0112	0.00	0.0770	.	2	364	33877	46618
W0107	chr1	18284450	18284807	0.0103	0.00	0.0731	.	2	357	33924	46610
W0107	chr1	18284450	18284807	0.0103	0.00	0.0731	.	2	357	33924	46610
W0107	chr5	24173096	24173390	0.0083	0.00	0.0638	.	2	294	33996	46613
W0147	chr1	2534616	2606549	1.0000	0.00	1.1533	.	43	71933	1	70811
W0147	chr1	2765709	2770127	0.0699	0.00	0.2004	.	15	4418	33518	51242
W0147	chr1	40766237	40770177	0.0195	0.00	0.1205	.	2	3940	7346	8727
W0147	chr1	40766237	40770177	0.0195	0.00	0.1205	.	2	3940	7346	8727
W0147	chr5	29309218	29309702	0.0138	0.00	0.0886	.	2	484	33814	46623
W0147	chr5	29309218	29309702	0.0138	0.00	0.0886	.	2	484	33814	46623
