genome	chrom	start	end	coverage	identity	score	orientation	num_hits	subject_span	q_low	q_high
Oni	8	19489344	19521412	0.0116	0.00	0.0105	.	3	32068	75652	76742
Oni	8	19489344	19521412	0.0116	0.00	0.0105	.	3	32068	75652	76742
Oni	1	28348745	28373265	0.0116	0.00	0.0105	.	2	24520	75652	76742
Oni	1	28348745	28373265	0.0116	0.00	0.0105	.	2	24520	75652	76742
Oni	1	20934983	20954201	0.0116	0.00	0.0105	.	2	19218	75652	76742
Oni	1	20934983	20954201	0.0116	0.00	0.0105	.	2	19218	75652	76742
Oni	3	33003279	33022354	0.0116	0.00	0.0105	.	2	19075	75652	76742
Oni	3	33003279	33022354	0.0116	0.00	0.0105	.	2	19075	75652	76742
Oni	4	19306961	19325658	0.0116	0.00	0.0105	.	2	18697	75652	76742
Oni	1	14702084	14720465	0.0116	0.00	0.0105	.	2	18381	75652	76742
Oni	5	10736947	10749915	0.0116	0.00	0.0105	.	2	12968	75652	76742
Oni	5	10736947	10749915	0.0116	0.00	0.0105	.	2	12968	75652	76742
Oni	12	25827208	25840080	0.0116	0.00	0.0105	.	2	12872	75652	76742
Oni	12	25827208	25840080	0.0116	0.00	0.0105	.	2	12872	75652	76742
Oni	3	3632512	3645387	0.0116	0.00	0.0105	.	2	12875	75652	76742
Oni	3	3632512	3645387	0.0116	0.00	0.0105	.	2	12875	75652	76742
Oni	8	1685531	1698396	0.0116	0.00	0.0105	.	2	12865	75652	76742
Oni	3	14207732	14220577	0.0116	0.00	0.0105	.	2	12845	75652	76742
Oni	3	14207732	14220577	0.0116	0.00	0.0105	.	2	12845	75652	76742
Oni	8	23148369	23161203	0.0116	0.00	0.0105	.	2	12834	75652	76742
Oni	8	23148369	23161203	0.0116	0.00	0.0105	.	2	12834	75652	76742
Oni	7	21350483	21359851	0.0116	0.00	0.0105	.	2	9368	75652	76742
Oni	6	7210117	7223066	0.0116	0.00	0.0105	.	2	12949	75652	76742
Oni	6	7210117	7223066	0.0116	0.00	0.0105	.	2	12949	75652	76742
Oni	4	7004323	7017217	0.0116	0.00	0.0104	.	2	12894	75654	76742
Oni	4	7004323	7017217	0.0116	0.00	0.0104	.	2	12894	75654	76742
Oni	4	3801976	3814936	0.0116	0.00	0.0104	.	2	12960	75654	76742
Oni	2	11514685	11547479	0.0116	0.00	0.0104	.	2	32794	75654	76742
Oni	7	20155414	20229558	0.0116	0.00	0.0104	.	3	74144	75654	76742
Oni	7	20155414	20229558	0.0116	0.00	0.0104	.	3	74144	75654	76742
Oni	9	1290820	1303678	0.0116	0.00	0.0104	.	2	12858	75655	76742
Oni	3	29770743	29783730	0.0116	0.00	0.0104	.	2	12987	75655	76742
Oni	3	29770743	29783730	0.0116	0.00	0.0104	.	2	12987	75655	76742
Oni	3	36739596	36752468	0.0116	0.00	0.0104	.	2	12872	75655	76742
Oni	3	36739596	36752468	0.0116	0.00	0.0104	.	2	12872	75655	76742
Oni	11	994025	1006824	0.0116	0.00	0.0104	.	2	12799	75655	76742
Oni	11	26135423	26148402	0.0116	0.00	0.0104	.	2	12979	75655	76742
Oni	11	26135423	26148402	0.0116	0.00	0.0104	.	2	12979	75655	76742
Oni	8	15730294	15743215	0.0116	0.00	0.0104	.	2	12921	75655	76742
Oni	8	15730294	15743215	0.0116	0.00	0.0104	.	2	12921	75655	76742
Oni	4	11490218	11510949	0.0116	0.00	0.0104	.	2	20731	75655	76742
Oni	4	11490218	11510949	0.0116	0.00	0.0104	.	2	20731	75655	76742
Oni	12	76235	92181	0.0116	0.00	0.0104	.	2	15946	75655	76742
Oni	12	6288580	6301519	0.0116	0.00	0.0104	.	2	12939	75655	76742
Oni	12	6288580	6301519	0.0116	0.00	0.0104	.	2	12939	75655	76742
Oni	12	13757021	13765890	0.0116	0.00	0.0104	.	2	8869	75655	76742
Oni	12	13757021	13765890	0.0116	0.00	0.0104	.	2	8869	75655	76742
Oni	7	3055563	3071339	0.0116	0.00	0.0104	.	2	15776	75655	76742
Oni	7	22917052	22929955	0.0116	0.00	0.0104	.	2	12903	75655	76742
Oni	7	22917052	22929955	0.0116	0.00	0.0104	.	2	12903	75655	76742
Oni	6	27472109	27484587	0.0116	0.00	0.0104	.	2	12478	75655	76742
Oni	6	27472109	27484587	0.0116	0.00	0.0104	.	2	12478	75655	76742
Oni	2	24982371	24994716	0.0116	0.00	0.0104	.	2	12345	75655	76742
Oni	2	24982371	24994716	0.0116	0.00	0.0104	.	2	12345	75655	76742
Oni	1	16119396	16126355	0.0068	0.00	0.0061	.	2	6959	15405	16045
Oni	1	16119396	16126355	0.0068	0.00	0.0061	.	2	6959	15405	16045
Oba	3	34542374	34599425	0.5476	0.00	0.5213	.	15	57051	1	93939
Oba	3	34542374	34599425	0.5476	0.00	0.5213	.	15	57051	1	93939
Oba	3	34542374	34599425	0.5476	0.00	0.5213	.	15	57051	1	93939
Oba	4	700411	727238	0.0804	0.00	0.0731	.	3	26827	31025	38576
Oba	12	20652159	20656229	0.0238	0.00	0.0219	.	2	4070	79707	81945
Oba	12	20652159	20656229	0.0238	0.00	0.0219	.	2	4070	79707	81945
Ogla	3	34825877	34882926	0.5476	0.00	0.5213	.	15	57049	1	93939
Ogla	3	34825877	34882926	0.5476	0.00	0.5213	.	15	57049	1	93939
Ogla	3	34825877	34882926	0.5476	0.00	0.5213	.	15	57049	1	93939
Ogla	4	818630	843041	0.0804	0.00	0.0734	.	3	24411	31025	38576
Ogla	1	17279819	17290569	0.0636	0.00	0.0591	.	2	10750	31567	38436
Ogla	1	17279819	17290569	0.0636	0.00	0.0591	.	2	10750	31567	38436
Oglu	3	38600870	38650737	0.5611	0.00	0.5316	.	13	49867	1	93939
Oglu	3	38600870	38650737	0.5611	0.00	0.5316	.	13	49867	1	93939
Oglu	11	18957748	18968068	0.1096	0.00	0.0964	.	3	10320	29755	40049
Oglu	11	18957748	18968068	0.1096	0.00	0.0964	.	3	10320	29755	40049
Oglu	5	21199149	21408430	0.0998	0.00	0.0911	.	3	209281	31058	58349
Oglu	5	21199149	21408430	0.0998	0.00	0.0911	.	3	209281	31058	58349
Oglu	3	25081445	25090347	0.0947	0.00	0.0847	.	4	8902	29755	40049
Oglu	6	32317505	32328899	0.0884	0.00	0.0839	.	2	11394	31033	39334
Oglu	6	32317505	32328899	0.0884	0.00	0.0839	.	2	11394	31033	39334
Oglu	12	15685681	15702335	0.0866	0.00	0.0779	.	2	16654	31051	39185
Oglu	1	32402560	32413288	0.0826	0.00	0.0777	.	2	10728	31033	38796
Oglu	1	32402560	32413288	0.0826	0.00	0.0777	.	2	10728	31033	38796
Oglu	5	17103360	17119276	0.0669	0.00	0.0608	.	2	15916	31033	37318
Oglu	5	17103360	17119276	0.0669	0.00	0.0608	.	2	15916	31033	37318
Oglu	4	20628691	20630808	0.0378	0.00	0.0340	.	2	2117	29932	40049
Oglu	5	13909062	13910510	0.0306	0.00	0.0276	.	2	1448	29933	40048
Oglu	7	2610316	2611778	0.0306	0.00	0.0275	.	2	1462	29932	40047
Ome	3	39637979	39692596	0.5203	0.00	0.4959	.	22	54617	1	93939
Ome	3	39637979	39692596	0.5203	0.00	0.4959	.	22	54617	1	93939
Ome	8	26952865	27220865	0.0033	0.00	0.0029	.	2	268000	81640	81946
Opu	3	40138054	40206290	0.4278	0.00	0.4048	.	26	68236	65	93932
Opu	3	40138054	40206290	0.4278	0.00	0.4048	.	26	68236	65	93932
Opu	10	13978033	13985598	0.0376	0.00	0.0342	.	3	7565	32861	37898
Opu	1	15842679	15843043	0.0069	0.00	0.0062	.	2	364	50435	68108
Opu	1	15842679	15843043	0.0069	0.00	0.0062	.	2	364	50435	68108
Opu	3	10063154	10063382	0.0047	0.00	0.0042	.	2	228	55123	55574
Oau	Chr3	85743492	85791506	0.3779	0.00	0.3611	.	31	48014	4	93931
Oau	Chr2	83076258	83076947	0.0078	0.00	0.0072	.	2	689	28379	29304
Oau	Chr2	83076258	83076947	0.0078	0.00	0.0072	.	2	689	28379	29304
Oau	Chr1	34858984	34859374	0.0074	0.00	0.0067	.	2	390	50435	68134
Obr	3	29203169	29266726	0.3633	0.00	0.3371	.	33	63557	229	93928
Obr	3	29203169	29266726	0.3633	0.00	0.3371	.	33	63557	229	93928
