genome	chrom	start	end	coverage	identity	score	orientation	num_hits	subject_span	q_low	q_high
LJ	Chr3	9512229	9512682	0.0128	0.00	0.0848	.	2	453	33832	46610
LJ	Chr8	25059677	25060120	0.0124	0.00	0.0829	.	2	443	33861	46621
LJ	Chr1	36389164	36389528	0.0112	0.00	0.0770	.	2	364	33877	46618
LJ	Chr1	36389164	36389528	0.0112	0.00	0.0770	.	2	364	33877	46618
LJ	Chr1	17728446	17728826	0.0109	0.00	0.0760	.	2	380	33901	46610
LJ	Chr1	17728446	17728826	0.0109	0.00	0.0760	.	2	380	33901	46610
LJ	Chr5	23411815	23412109	0.0083	0.00	0.0638	.	2	294	33996	46613
LJ	Chr5	23411815	23412109	0.0083	0.00	0.0638	.	2	294	33996	46613
02428	Chr1	2876850	2975322	0.9883	0.00	1.1561	.	44	98472	1	70811
02428	Chr1	3144663	3117170	0.0674	0.00	0.1980	.	13	-27493	33661	51241
02428	Chr2	31145360	31408456	0.0252	0.00	0.1221	.	2	263096	7346	11381
02428	Chr1	41070238	41074180	0.0195	0.00	0.1205	.	2	3942	7346	8727
02428	Chr1	41070238	41074180	0.0195	0.00	0.1205	.	2	3942	7346	8727
02428	Chr5	28643571	28644055	0.0138	0.00	0.0886	.	2	484	33814	46623
02428	Chr5	28643571	28644055	0.0138	0.00	0.0886	.	2	484	33814	46623
02428	Chr3	9650888	9651341	0.0128	0.00	0.0848	.	2	453	33832	46610
02428	Chr8	25790552	25790995	0.0124	0.00	0.0829	.	2	443	33861	46621
02428	Chr1	36695769	36696133	0.0112	0.00	0.0770	.	2	364	33877	46618
02428	Chr1	36695769	36696133	0.0112	0.00	0.0770	.	2	364	33877	46618
02428	Chr1	18062164	18062544	0.0109	0.00	0.0760	.	2	380	33901	46610
02428	Chr1	18062164	18062544	0.0109	0.00	0.0760	.	2	380	33901	46610
02428	Chr5	22758757	22759051	0.0083	0.00	0.0638	.	2	294	33996	46613
02428	Chr5	22758757	22759051	0.0083	0.00	0.0638	.	2	294	33996	46613
ZH11	Chr1	2708532	2808288	0.9909	0.00	1.1617	.	39	99756	1	70811
ZH11	Chr1	2927414	2925789	0.0454	0.00	0.1746	.	12	-1625	33525	49419
ZH11	Chr2	30610867	30874035	0.0252	0.00	0.1221	.	2	263168	7346	11381
ZH11	Chr1	40840726	40844669	0.0195	0.00	0.1205	.	2	3943	7346	8727
ZH11	Chr1	40840726	40844669	0.0195	0.00	0.1205	.	2	3943	7346	8727
ZH11	Chr5	28707820	28708304	0.0138	0.00	0.0886	.	2	484	33814	46623
ZH11	Chr5	28707820	28708304	0.0138	0.00	0.0886	.	2	484	33814	46623
ZH11	Chr3	9478788	9479241	0.0128	0.00	0.0848	.	2	453	33832	46610
ZH11	Chr8	24222597	24223040	0.0124	0.00	0.0829	.	2	443	33861	46621
ZH11	Chr1	36484030	36484394	0.0112	0.00	0.0770	.	2	364	33877	46618
ZH11	Chr1	36484030	36484394	0.0112	0.00	0.0770	.	2	364	33877	46618
ZH11	Chr1	17738543	17738923	0.0109	0.00	0.0760	.	2	380	33901	46610
ZH11	Chr1	17738543	17738923	0.0109	0.00	0.0760	.	2	380	33901	46610
ZH11	Chr5	22703645	22703939	0.0083	0.00	0.0638	.	2	294	33996	46613
ZH11	Chr5	22703645	22703939	0.0083	0.00	0.0638	.	2	294	33996	46613
Kosh	Chr1	2642697	2742690	0.9909	0.00	1.1617	.	39	99993	1	70811
Kosh	Chr1	2862335	2860711	0.0454	0.00	0.1746	.	12	-1624	33525	49419
Kosh	Chr2	30554792	30817898	0.0252	0.00	0.1221	.	2	263106	7346	11381
Kosh	Chr1	40593005	40596948	0.0195	0.00	0.1205	.	2	3943	7346	8727
Kosh	Chr1	40593005	40596948	0.0195	0.00	0.1205	.	2	3943	7346	8727
Kosh	Chr5	28696629	28697113	0.0138	0.00	0.0886	.	2	484	33814	46623
Kosh	Chr5	28696629	28697113	0.0138	0.00	0.0886	.	2	484	33814	46623
Kosh	Chr3	9528046	9528499	0.0128	0.00	0.0848	.	2	453	33832	46610
Kosh	Chr8	24371271	24371714	0.0124	0.00	0.0829	.	2	443	33861	46621
Kosh	Chr1	36246949	36247313	0.0112	0.00	0.0770	.	2	364	33877	46618
Kosh	Chr1	36246949	36247313	0.0112	0.00	0.0770	.	2	364	33877	46618
Kosh	Chr1	17591751	17592131	0.0109	0.00	0.0760	.	2	380	33901	46610
Kosh	Chr1	17591751	17592131	0.0109	0.00	0.0760	.	2	380	33901	46610
Kosh	Chr5	22655426	22655720	0.0083	0.00	0.0638	.	2	294	33996	46613
Kosh	Chr5	22655426	22655720	0.0083	0.00	0.0638	.	2	294	33996	46613
DHX2	Chr1	2625475	2696281	1.0000	0.00	1.1656	.	29	70806	1	70811
DHX2	Chr1	2822945	2821321	0.0454	0.00	0.1746	.	12	-1624	33525	49419
DHX2	Chr2	30947492	31214993	0.0252	0.00	0.1221	.	2	267501	7346	11381
DHX2	Chr1	40749705	40753648	0.0195	0.00	0.1205	.	2	3943	7346	8727
DHX2	Chr1	40749705	40753648	0.0195	0.00	0.1205	.	2	3943	7346	8727
DHX2	Chr5	28665158	28665642	0.0138	0.00	0.0886	.	2	484	33814	46623
DHX2	Chr5	28665158	28665642	0.0138	0.00	0.0886	.	2	484	33814	46623
DHX2	Chr3	9609808	9610261	0.0128	0.00	0.0848	.	2	453	33832	46610
DHX2	Chr8	24847310	24847753	0.0124	0.00	0.0829	.	2	443	33861	46621
DHX2	Chr8	24847310	24847753	0.0124	0.00	0.0829	.	2	443	33861	46621
DHX2	Chr1	36412046	36412410	0.0112	0.00	0.0770	.	2	364	33877	46618
DHX2	Chr1	36412046	36412410	0.0112	0.00	0.0770	.	2	364	33877	46618
DHX2	Chr1	17519636	17520016	0.0109	0.00	0.0760	.	2	380	33901	46610
DHX2	Chr1	17519636	17520016	0.0109	0.00	0.0760	.	2	380	33901	46610
DHX2	Chr5	22612686	22612980	0.0083	0.00	0.0638	.	2	294	33996	46613
DHX2	Chr5	22612686	22612980	0.0083	0.00	0.0638	.	2	294	33996	46613
GP117	chr1	2699000	2787122	0.9883	0.00	1.1570	.	44	88122	1	70811
GP117	chr1	2966772	2914573	0.0442	0.00	0.1293	.	14	-52199	33518	49419
GP117	chr2	30763299	31026478	0.0252	0.00	0.1221	.	2	263179	7346	11381
GP117	chr1	40445631	40449574	0.0195	0.00	0.1205	.	2	3943	7346	8727
GP117	chr1	40445631	40449574	0.0195	0.00	0.1205	.	2	3943	7346	8727
GP117	chr5	29317595	29318079	0.0138	0.00	0.0886	.	2	484	33814	46623
GP117	chr5	29317595	29318079	0.0138	0.00	0.0886	.	2	484	33814	46623
GP117	chr3	9479798	9480251	0.0128	0.00	0.0848	.	2	453	33832	46610
GP117	chr8	24825425	24825868	0.0124	0.00	0.0829	.	2	443	33861	46621
GP117	chr1	36068115	36068479	0.0112	0.00	0.0770	.	2	364	33877	46618
GP117	chr1	36068115	36068479	0.0112	0.00	0.0770	.	2	364	33877	46618
GP117	chr1	17669397	17669777	0.0109	0.00	0.0760	.	2	380	33901	46610
GP117	chr1	17669397	17669777	0.0109	0.00	0.0760	.	2	380	33901	46610
GP117	chr5	23282575	23282869	0.0083	0.00	0.0638	.	2	294	33996	46613
GP505	chr1	2510137	2595001	0.9843	0.00	1.1487	.	42	84864	1	70811
GP505	chr1	2759278	2716094	0.0442	0.00	0.1293	.	13	-43184	33518	49419
GP505	chr2	30133479	30401003	0.0252	0.00	0.1221	.	2	267524	7346	11381
GP505	chr1	41437936	41441879	0.0195	0.00	0.1205	.	2	3943	7346	8727
GP505	chr1	41437936	41441879	0.0195	0.00	0.1205	.	2	3943	7346	8727
GP523	chr1	2518146	2617916	0.9909	0.00	1.1628	.	40	99770	1	70811
GP523	chr1	2737488	2735864	0.0454	0.00	0.1746	.	12	-1624	33525	49419
GP523	chr2	30730956	30993947	0.0252	0.00	0.1221	.	2	262991	7346	11381
GP523	chr1	40429416	40433359	0.0195	0.00	0.1205	.	2	3943	7346	8727
GP523	chr1	40429416	40433359	0.0195	0.00	0.1205	.	2	3943	7346	8727
GP523	chr5	28695878	28696362	0.0138	0.00	0.0886	.	2	484	33814	46623
GP523	chr5	28695878	28696362	0.0138	0.00	0.0886	.	2	484	33814	46623
GP523	chr3	9476382	9476835	0.0128	0.00	0.0848	.	2	453	33832	46610
GP523	chr8	24439262	24439705	0.0124	0.00	0.0829	.	2	443	33861	46621
GP523	chr1	36053547	36053911	0.0112	0.00	0.0770	.	2	364	33877	46618
GP523	chr1	36053547	36053911	0.0112	0.00	0.0770	.	2	364	33877	46618
GP523	chr1	17574365	17574745	0.0109	0.00	0.0760	.	2	380	33901	46610
GP523	chr1	17574365	17574745	0.0109	0.00	0.0760	.	2	380	33901	46610
GP523	chr5	22623759	22624053	0.0083	0.00	0.0638	.	2	294	33996	46613
GP523	chr5	22623759	22624053	0.0083	0.00	0.0638	.	2	294	33996	46613
GP680	chr1	2605363	2673444	0.9917	0.00	1.1492	.	41	68081	1	70811
GP680	chr1	2812773	2780692	0.0461	0.00	0.1248	.	11	-32081	33518	49419
GP680	chr2	33147901	33415521	0.0252	0.00	0.1221	.	2	267620	7346	11381
GP680	chr1	40789302	40793242	0.0195	0.00	0.1205	.	2	3940	7346	8727
GP680	chr1	40789302	40793242	0.0195	0.00	0.1205	.	2	3940	7346	8727
GP680	chr5	29667659	29668143	0.0138	0.00	0.0886	.	2	484	33814	46623
GP680	chr5	29667659	29668143	0.0138	0.00	0.0886	.	2	484	33814	46623
GP680	chr3	9642012	9642465	0.0128	0.00	0.0848	.	2	453	33832	46610
GP680	chr8	25792513	25792956	0.0124	0.00	0.0829	.	2	443	33861	46621
GP680	chr1	36403280	36403644	0.0112	0.00	0.0770	.	2	364	33877	46618
GP680	chr1	36403280	36403644	0.0112	0.00	0.0770	.	2	364	33877	46618
GP680	chr1	17855371	17855751	0.0109	0.00	0.0760	.	2	380	33901	46610
GP680	chr1	17855371	17855751	0.0109	0.00	0.0760	.	2	380	33901	46610
GP680	chr5	23696175	23696469	0.0083	0.00	0.0638	.	2	294	33996	46613
HP436	chr1	2544102	2614888	1.0000	0.00	1.1623	.	31	70786	1	70811
HP436	chr1	2734579	2752561	0.0559	0.00	0.1857	.	13	17982	33525	50167
HP436	chr2	29950080	30206687	0.0252	0.00	0.1221	.	2	256607	7346	11381
HP436	chr1	38840607	38844550	0.0195	0.00	0.1205	.	2	3943	7346	8727
HP436	chr1	38840607	38844550	0.0195	0.00	0.1205	.	2	3943	7346	8727
HP436	chr5	29157513	29157997	0.0138	0.00	0.0886	.	2	484	33814	46623
HP436	chr5	29157513	29157997	0.0138	0.00	0.0886	.	2	484	33814	46623
HP436	chr3	9472978	9473431	0.0128	0.00	0.0848	.	2	453	33832	46610
HP436	chr8	25945331	25945774	0.0124	0.00	0.0829	.	2	443	33861	46621
HP436	chr1	34431325	34431689	0.0112	0.00	0.0770	.	2	364	33877	46618
HP436	chr1	34431325	34431689	0.0112	0.00	0.0770	.	2	364	33877	46618
HP436	chr1	15677009	15677389	0.0109	0.00	0.0760	.	2	380	33901	46610
HP436	chr1	15677009	15677389	0.0109	0.00	0.0760	.	2	380	33901	46610
HP436	chr5	23092877	23093171	0.0083	0.00	0.0638	.	2	294	33996	46613
HP436	chr5	23092877	23093171	0.0083	0.00	0.0638	.	2	294	33996	46613
